,vol_20_day
2010-08-27 00:00:00,0.16719839683730733
2010-08-30 00:00:00,0.17868235518424838
2010-08-31 00:00:00,0.15986906707663004
2010-09-01 00:00:00,0.16020609379996115
2010-09-02 00:00:00,0.19623244220239078
2010-09-03 00:00:00,0.20027714947477732
2010-09-07 00:00:00,0.206355351596926
2010-09-08 00:00:00,0.20843800890826905
2010-09-09 00:00:00,0.2099530551372577
2010-09-10 00:00:00,0.1854745554433927
2010-09-13 00:00:00,0.1841747064533842
2010-09-14 00:00:00,0.18656775753327498
2010-09-15 00:00:00,0.18659721788840913
2010-09-16 00:00:00,0.1828222543861148
2010-09-17 00:00:00,0.18294343227023585
2010-09-20 00:00:00,0.1688988960882298
2010-09-21 00:00:00,0.17341472668124644
2010-09-22 00:00:00,0.17254560281895565
2010-09-23 00:00:00,0.16186579894179828
2010-09-24 00:00:00,0.16741496197791214
2010-09-27 00:00:00,0.17368009029568826
2010-09-28 00:00:00,0.17187140549013857
2010-09-29 00:00:00,0.15792032933355019
2010-09-30 00:00:00,0.15871076319901714
2010-10-01 00:00:00,0.1290052880728579
2010-10-04 00:00:00,0.1268686340364204
2010-10-05 00:00:00,0.12546686191314363
2010-10-06 00:00:00,0.13217153665377365
2010-10-07 00:00:00,0.13181065268787434
2010-10-08 00:00:00,0.13235695703970451
2010-10-11 00:00:00,0.13251521057410964
2010-10-12 00:00:00,0.12862164156982211
2010-10-13 00:00:00,0.1282873457081536
2010-10-14 00:00:00,0.12971183742212636
2010-10-15 00:00:00,0.13133319334179933
2010-10-18 00:00:00,0.13115621775637423
2010-10-19 00:00:00,0.12240821230406955
2010-10-20 00:00:00,0.13285289160246955
2010-10-21 00:00:00,0.1340692055541322
2010-10-22 00:00:00,0.12868357508112854
2010-10-25 00:00:00,0.10937752532100686
2010-10-26 00:00:00,0.10686095789039816
2010-10-27 00:00:00,0.1068639174864367
2010-10-28 00:00:00,0.10742323678597589
2010-10-29 00:00:00,0.10618292024710804
2010-11-01 00:00:00,0.1058770240373686
2010-11-02 00:00:00,0.10036398779450258
2010-11-03 00:00:00,0.07813968707944703
2010-11-04 00:00:00,0.0784137112217975
2010-11-05 00:00:00,0.09930611671121024
2010-11-08 00:00:00,0.09880318526501548
2010-11-09 00:00:00,0.09993170695780931
2010-11-10 00:00:00,0.10557449167316452
2010-11-11 00:00:00,0.10365234018745052
2010-11-12 00:00:00,0.10355686641030733
2010-11-15 00:00:00,0.11424282512877428
2010-11-16 00:00:00,0.11362316911848444
2010-11-17 00:00:00,0.11788827882492108
2010-11-18 00:00:00,0.1128500522478324
2010-11-19 00:00:00,0.12402726075825722
2010-11-22 00:00:00,0.1241684684334854
2010-11-23 00:00:00,0.12404070101774076
2010-11-24 00:00:00,0.13519279006124166
2010-11-26 00:00:00,0.14454810124871587
2010-11-29 00:00:00,0.15116854193143273
2010-11-30 00:00:00,0.15149220623007104
2010-12-01 00:00:00,0.15295604819887904
2010-12-02 00:00:00,0.16862110130444227
2010-12-03 00:00:00,0.17372909928834895
2010-12-06 00:00:00,0.16023469424790537
2010-12-07 00:00:00,0.15976815115448964
2010-12-08 00:00:00,0.15961030714544566
2010-12-09 00:00:00,0.15759822992027717
2010-12-10 00:00:00,0.15756123691283416
2010-12-13 00:00:00,0.15761226033702083
2010-12-14 00:00:00,0.14995759406858317
2010-12-15 00:00:00,0.14952046731339358
2010-12-16 00:00:00,0.13699388423660525
2010-12-17 00:00:00,0.1372661636531485
2010-12-20 00:00:00,0.12983843027759048
2010-12-21 00:00:00,0.12982057654450405
2010-12-22 00:00:00,0.13020060205213227
2010-12-23 00:00:00,0.11388079257602537
2010-12-27 00:00:00,0.10650290544254974
2010-12-28 00:00:00,0.09303719643644962
2010-12-29 00:00:00,0.0932226047511149
2010-12-30 00:00:00,0.08801053426659358
2010-12-31 00:00:00,0.05872302092613262
2011-01-03 00:00:00,0.04353672435142753
2011-01-04 00:00:00,0.053510037696331024
2011-01-05 00:00:00,0.05316314879353858
2011-01-06 00:00:00,0.05408874678034683
2011-01-07 00:00:00,0.055715619261411733
2011-01-10 00:00:00,0.05681657588455186
2011-01-11 00:00:00,0.05541227476173975
2011-01-12 00:00:00,0.05593590292954431
2011-01-13 00:00:00,0.062053070856550145
2011-01-14 00:00:00,0.05883477045197327
2011-01-18 00:00:00,0.06028876818662206
2011-01-19 00:00:00,0.06019670340480445
2011-01-20 00:00:00,0.07343050256047838
2011-01-21 00:00:00,0.0716868839531465
2011-01-24 00:00:00,0.07143018983027927
2011-01-25 00:00:00,0.07263665009246953
2011-01-26 00:00:00,0.07261248585424515
2011-01-27 00:00:00,0.07314434004886641
2011-01-28 00:00:00,0.07315501773479574
